,"Pleasure Bay Beach, South Boston",,,
,Bacteria Counts,,,
,,,,
,Spreadsheets are updated weekly if not sooner.,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 counts/100 mL.,,,
,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,
,      ▪  counts exceed 104 counts/100 mL limit at East Broadway location;,,,
,      ▪  OR if rainfall exceeds 2 inches (an extremely large rainfall event);,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,
,All results are in counts/100 mL and testing is performed by DCR.,,,
,,,,
,2009 daily beach monitoring began on June 21 and ended September 5.,,,
,"Pleasure Bay is sampled once per week, with resampling the following day if bacteria counts are elevated.",,,
,,,,
,, Daily Rainfall (in.),,Pleasure Bay at Broadway
,,,,
,2009-05-21 00:00:00,0,,<2
,2009-05-29 00:00:00,0.13,,8
,2009-06-04 00:00:00,0,,<2
,2009-06-11 00:00:00,0.2,,<2
,2009-06-18 00:00:00,0.43,,<2
,2009-06-25 00:00:00,0.05,,<2
,2009-07-02 00:00:00,0.85,,<2
,2009-07-09 00:00:00,0,,<2
,2009-07-16 00:00:00,Trace,,25
,2009-07-23 00:00:00,0.43,,10
,2009-07-26 00:00:00,0.02,,41
,2009-07-30 00:00:00,0.51,,12
,2009-08-06 00:00:00,0,,<2
,2009-08-13 00:00:00,0.09,,254
,2009-08-14 00:00:00,0,,18
,2009-08-20 00:00:00,0.28,,2
,2009-08-27 00:00:00,0,,<2
,2009-09-03 00:00:00,0,,<2
