,Constitution Beach Bacteria Counts,,,,,,,
,,,,,,,,
,"Sampling for the 2001 swimming season concluded September 3.  Sampling will resume in July, 2002.",,,,,,,
,,,,,,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 colonies/100 mL,,,,,,,
,Results are in colonies/100 mL,,,,,,,
,,,,,,,,
,"Typically, two of the three sites must exceed 104 for MDC to declare a swimming advisory for the following day",,,,,,,
,or the 5-day running geometric mean for all locations combined exceeds 35 colonies/100 mL,,,,,,,
,,,,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,,,
,Questions?  Call Kelly Coughlin of MWRA's Environmental Quality Dept at 617-788-4717,,,,,,,
,,,,,,,,
, ,,,,,,,
,, Rain (in.),,North Site,, Bathhouse,,South Site
,,,,,,,,
,2001-09-03 00:00:00,0,,<5,,<5,,10
,2001-09-02 00:00:00,0,,<5,,<5,,5
,2001-09-01 00:00:00,0.02,,<5,,<5,,<5
,2001-08-31 00:00:00,0,,8,,26,,2
,2001-08-30 00:00:00,0,,14,,14,,12
,2001-08-29 00:00:00,0,,55,,10,,<5
,2001-08-28 00:00:00,0.01,,<5,,5,,<5
,2001-08-27 00:00:00,0.1,,130,,105,,25
,2001-08-26 00:00:00,0,,5,,45,,20
,2001-08-25 00:00:00,0,,<5,,<5,,5
,2001-08-24 00:00:00,0,,2,,2,,24
,2001-08-23 00:00:00,0,,data not available,,10,,86
,2001-08-22 00:00:00,0,,25,,10,,10
,2001-08-21 00:00:00,0,,5,,45,,100
,2001-08-20 00:00:00,0.3,,145,,130,,25
,2001-08-19 00:00:00,0.01,,25,,260,,135
,2001-08-18 00:00:00,0,,5,,<5,,<5
,2001-08-17 00:00:00,0.17,,460,,98,,310
,2001-08-16 00:00:00,0,,4,,22,,36
,2001-08-15 00:00:00,0,,<5,,5,,<5
,2001-08-14 00:00:00,0,,5,,25,,5
,2001-08-13 00:00:00,0.36,,10,,45,,15
,2001-08-12 00:00:00,1.12,,5360,,5160,,3960
,2001-08-11 00:00:00,0,,<5,,<5,,5
,2001-08-10 00:00:00,0.48,,<2,,20,,14
,2001-08-09 00:00:00,0,,72,,4,,2
,2001-08-08 00:00:00,0,,<5,,10,,55
,2001-08-07 00:00:00,0,,5,,<5,,5
,2001-08-06 00:00:00,0,,15,,50,,10
,2001-08-05 00:00:00,0,,35,,80,,<5
,2001-08-04 00:00:00,0.04,,20,,30,,115
,2001-08-03 00:00:00,1.57,,10,,36,,78
,2001-08-02 00:00:00,0,,8,,58,,14
,2001-08-01 00:00:00,0,,5,,5,,5
,2001-07-31 00:00:00,0,,<5,,<5,,<5
,2001-07-30 00:00:00,0,,5,,<5,,<5
,2001-07-29 00:00:00,0,,<5,,10,,<5
,2001-07-28 00:00:00,0,,<5,,<5,,<5
,2001-07-27 00:00:00,0,,<2,,<2,,<2
,2001-07-26 00:00:00,0.26,,36,,18,,2
,2001-07-25 00:00:00,0,,5,,<5,,10
,2001-07-24 00:00:00,0,,<5,,<5,,<5
,2001-07-23 00:00:00,0,,200,,5,,15
,2001-07-22 00:00:00,0,,65,,10,,15
,2001-07-21 00:00:00,0,,1160,,35,,45
,2001-07-20 00:00:00,0,,<2,,2,,6
,2001-07-19 00:00:00,0,,6,,12,,44
,2001-07-18 00:00:00,0,,<5,,<5,,5
,2001-07-17 00:00:00,0.3,,370, ,85,,40
,2001-07-16 00:00:00,0,,<5,,<5,,<5
,2001-07-15 00:00:00,0,,15,,<5,,40
,2001-07-14 00:00:00,0.01,,<5,,5,,<5
,2001-07-13 00:00:00,0,,2,,6,,2
,2001-07-12 00:00:00,0.02,,30,,12,,<2
,2001-07-11 00:00:00,0.01,,25,,5,,25
,2001-07-10 00:00:00,0.21,,15,,<5,,45
,2001-07-09 00:00:00,0,,<5,,15,,<5
,2001-07-08 00:00:00,0.09,,<5,,10,,<5
,2001-07-07 00:00:00,0,,5,,5,,<5
,2001-07-06 00:00:00,0,,8,,6,,8
,2001-07-05 00:00:00,0.62,,<2,,2,,2
,2001-07-04 00:00:00,0.01,,<5,,<5,,<5
,2001-07-03 00:00:00,0.01,,10,,5,,<5
,2001-07-02 00:00:00,0,,170,,50,,50
,2001-07-01 00:00:00,0.67,,<5,,<5,,10
,2001-06-30 00:00:00,0.57,,<5,,<5,,<5
,2001-06-29 00:00:00,0,,6,,<2,,6
,2001-06-28 00:00:00,0,,<2,,2,,<2
,2001-06-27 00:00:00,0,,10,,20,,<10
,2001-06-26 00:00:00,0,,10,,<10,,<10
,2001-06-25 00:00:00,0,,20,,90,,30
,2001-06-24 00:00:00,0.04,,<10,,20,,10
,2001-06-23 00:00:00,0.42,,<10,,<10,,20
,2001-06-22 00:00:00,0,,122,,74,,108
,2001-06-21 00:00:00,0,,118,,82,,140
