,"Carson Beach, South Boston: Bacterial Water Quality 2014",,,,,
,,,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,,,
,"Bacteria samples are collected at several locations along the beach, and  the test results are available 24 hours later.",,,,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,,,
,,,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,,,
,,,,,,
,,,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,,,
,      ▪  counts exceed 104 counts/100 mL limit at EITHER the McCormack Bathhouse or I St locations;,,,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,
,All results are in counts/100 mL and testing is performed by DCR.,,,,,
,,,,,,
,"Weekly sampling by DCR began May 22, 2014. ",,,,,
,,,,,,
,, Daily Rain (in.),,McCormack Bathhouse,, I Street
,,,,,,
,2014-05-22 00:00:00,0.25,,4,,<2
,2014-05-29 00:00:00,0,,<2,,4
,2014-06-05 00:00:00,0.78,,<2,,2
,2014-06-12 00:00:00,Trace,,<2,,5
,2014-06-19 00:00:00,0,,2,,2
,2014-06-26 00:00:00,0.28,,<2,,<2
,2014-07-02 00:00:00,Trace,,2,,2
,2014-07-05 00:00:00,0.35,,6,,13
,2014-07-10 00:00:00,0,,2,,5
,2014-07-17 00:00:00,0,,17,,33
,2014-07-24 00:00:00,Trace,,8,,<2
,2014-07-31 00:00:00,0,,<2,,<2
,2014-08-07 00:00:00,0.01,,4,,87
,2014-08-14 00:00:00,0,,4,,<2
,2014-08-21 00:00:00,0,,22,,18
,2014-08-28 00:00:00,0,,2,,<2
