,"Pleasure Bay Beach, South Boston: Bacterial Water Quality 2020",,,,,,,
,,,,,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,,,,,
,"Bacteria samples are collected at several locations along the beach, and test results are available 24 hours later.",,,,,,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,,,,,
,,,,,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,,,,,
,      ▪  counts exceed 104 counts/100 mL limit at two or more locations;,,,,,,,
,      ▪  OR if daily rainfall exceeds 2 inches;,,,,,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,,,
,All results are in counts/100 mL and testing is performed by DCR.,,,,,,,
,,,,,,,,
,Swimming advisories will be issued due to either high Enterococcus counts or heavy rainfall.,,,,,,,
,"Weekly sampling by DCR began May 20, 2020.",,,,,,,
,,,,,,,,
,, Daily Rainfall (in.),,Broadway,,Sullivan's,,South Flag
,,,,,,,,
,2020-05-20 00:00:00,0,,<2 ,,<2,,<2
,2020-05-28 00:00:00,Trace,,<2,,<2,,<2
,2020-06-04 00:00:00,0,,<2,,<2,,<2
,2020-06-11 00:00:00,0.74,,<2 ,,2,,2
,2020-06-18 00:00:00,0,,<2,,<2 ,,2
,2020-06-25 00:00:00,0,,4,,10,,8
,2020-07-02 00:00:00,0,,<2,,<2,,4
,2020-07-09 00:00:00,0,,2,,12,,7
,2020-07-16 00:00:00,0,,<2,,3,,<2
,2020-07-23 00:00:00,0.57,,5,,12,,4
,2020-07-30 00:00:00,0,,<2 ,,3,,<2
,2020-08-06 00:00:00,0,,2,,6,,<2
,2020-08-13 00:00:00,0,,<2,,4,,6
,2020-08-20 00:00:00,0,,<2,,2,,<2
,2020-08-27 00:00:00,0,,<2,,<2,,<2
