,Wollaston Beach Bacteria Counts,,,,,,,,,
,,,,,,,,,,
,"Sampling for the 2001 swimming season concluded September 3.  Sampling will resume in July, 2002.",,,,,,,,,
,,,,,,,,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 colonies/100 mL,,,,,,,,,
,Results are in colonies/100 mL,,,,,,,,,
,,,,,,,,,,
,"Typically, MDC declares a swimming advisory for the following dayat any location exceeding 104 colonies/100mL, ",,,,,,,,,
,or if the 5-day running geometric mean for all locations combined exceeds 35 colonies/100 mL,,,,,,,,,
,,,,,,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,,,,,
,Questions?  Call Kelly Coughlin of MWRA's Environmental Quality Dept at 617-788-4717,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,, Rain (in.),,Milton Street,,Channing Street,,Sachem Street,,Rice Road
,,,,,,,,,,
,2001-09-03 00:00:00,0,,<5,,<5,,15,,40
,2001-09-02 00:00:00,0,,15,,<5,,30,,55
,2001-09-01 00:00:00,0.02,,10,,<5,,5,,20
,2001-08-31 00:00:00,0,,<2,,2,,<2,,<2
,2001-08-30 00:00:00,0,,10,,88,,12,,6
,2001-08-29 00:00:00,0,,5,,35,,55,,230
,2001-08-28 00:00:00,0.01,,10,,200,,5,,15
,2001-08-27 00:00:00,0.1,,100,,<5,,100,,25
,2001-08-26 00:00:00,0,,15,,5,,60,,<5
,2001-08-25 00:00:00,0,,5,,65,,10,,65
,2001-08-24 00:00:00,0,,4,,16,,62,,26
,2001-08-23 00:00:00,0,,56,,30,,690,,62
,2001-08-22 00:00:00,0,,<5,,50,,100,,295
,2001-08-21 00:00:00,0,,145,,705,,40,,60
,2001-08-20 00:00:00,0.3,,320,,280,,515,,185
,2001-08-19 00:00:00,0.01,,90,,340,,170,,320
,2001-08-18 00:00:00,0,,25,,25,,510,,165
,2001-08-17 00:00:00,0.17,,104,,14,,54,,72
,2001-08-16 00:00:00,0,,68,,32,,78,,24
,2001-08-15 00:00:00,0,,30,,240,,10,,105
,2001-08-14 00:00:00,0,,255,,250,,70,,85
,2001-08-13 00:00:00,0.36,,230,,685,,320,,95
,2001-08-12 00:00:00,1.12,,3160,,4160,,3580,,65
,2001-08-11 00:00:00,0,,15,,165,,110,,500
,2001-08-10 00:00:00,0.48,,48,,8,,2,,10
,2001-08-09 00:00:00,0,,65,,12,,50,,24
,2001-08-08 00:00:00,0,,20,,90,,5,,90
,2001-08-07 00:00:00,0,,330,,30,,405,,10
,2001-08-06 00:00:00,0,,40,,5, ,40,,55
,2001-08-05 00:00:00,0,,90,,55,,60,,60
,2001-08-04 00:00:00,0.04,,210,,75,,30,,195
,2001-08-03 00:00:00,1.57,,20,,12,,10,,2
,2001-08-02 00:00:00,0,,56,,44,,16,,22
,2001-08-01 00:00:00,0,,25,,65,,100,,5
,2001-07-31 00:00:00,0,,5,,<5,,<5,,<5
,2001-07-30 00:00:00,0,,5,,<5,,10,,10
,2001-07-29 00:00:00,0,,5,,<5,,<5,,<5
,2001-07-28 00:00:00,0,,<5,,10,,<5,,10
,2001-07-27 00:00:00,0,,10,,144,,62,,38
,2001-07-26 00:00:00,0.26,,24,,62,,32,,4
,2001-07-25 00:00:00,0,,<5,,5,,<5,,5
,2001-07-24 00:00:00,0,,<5,,10,,<5,,<5
,2001-07-23 00:00:00,0,,40,,40,,20,,15
,2001-07-22 00:00:00,0,,10,,10,,195,,5
,2001-07-21 00:00:00,0,,15,,60,,<5,,5
,2001-07-20 00:00:00,0,,2,,<2,,38,,34
,2001-07-19 00:00:00,0,,24,,96,,24,,50
,2001-07-18 00:00:00,0,,55,,385,,<5,,25
,2001-07-17 00:00:00,0.3,,30,,480,,5,,85
,2001-07-16 00:00:00,0,,<5,,<5,,<5,,<5
,2001-07-15 00:00:00,0,,<5,,<5,,5,,<5
,2001-07-14 00:00:00,0.01,,10,,10,,15,,<5
,2001-07-13 00:00:00,0,,<2,,16,,10,,4
,2001-07-12 00:00:00,0.02,,<2,,18,,14,,22
,2001-07-11 00:00:00,0.01,,5, ,105,,25,,10
,2001-07-10 00:00:00,0.21,,10,,25,,<5,,55
,2001-07-09 00:00:00,0,,105,,5,,<5,,340
,2001-07-08 00:00:00,0.09,,25,,20,,10,,<5
,2001-07-07 00:00:00,0,,<5,,50,,45,,10
,2001-07-06 00:00:00,0,,12,,30, ,10,,6
,2001-07-05 00:00:00,0.62,,<2,,4,,4,,<2
,2001-07-04 00:00:00,0.01,,10,,535,,10,,45
,2001-07-03 00:00:00,0.01,,40,,20,,20,,10
,2001-07-02 00:00:00,0,,10,,205,,220,,25
,2001-07-01 00:00:00,0.67,,<5,,50,,60,,15
,2001-06-30 00:00:00,0.57,,<5,,<5,,20,,<5
,2001-06-29 00:00:00,0,,6,,<2,,<2,,4
,2001-06-28 00:00:00,0,,2,,<2,,12,,8
,2001-06-27 00:00:00,0,,20,,<10,,450,,10
,2001-06-26 00:00:00,0,,<10,,<10,,<10,,<10
,2001-06-25 00:00:00,0,,30,,40,,<10,,50
,2001-06-24 00:00:00,0.04,,10,,<10,,10,,<10
,2001-06-23 00:00:00,0.42,,30,,10,,20,,<10
,2001-06-22 00:00:00,0,,156,,440,,22,,330
,2001-06-21 00:00:00,0,,220,,280,,340,,46
