,,,,
"Tenean Beach, Dorchester: Bacterial Water Quality 2022",,,,
,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,
,"Bacteria samples are collected at one location along the beach, and test results are available 24 hours later.",,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,
,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,
,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,
,      ▪  Enterococcus counts exceed 104 counts/100 mL limit;,,,
,      ▪  OR if daily rainfall exceeds 0.25 inches;,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,
,,,,
,"For daily water quality information, call DCR's beach hotline at 617-626-4972.",,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge.",,,
,All results are in counts/100 mL and testing is performed by DCR.,,,
,,,,
,Swimming advisories will be issued due to either high Enterococcus counts or heavy rainfall.,,,
,"Weekly sampling by DCR began May 26, 2022.",,,
,,,,
,, Daily Rainfall (in.),,Mid-beach
,2022-05-26 00:00:00,0,,3
,2022-05-27 00:00:00,T,,2
,2022-06-02 00:00:00,0.1,,25
,2022-06-03 00:00:00,0.01,,10
,2022-06-09 00:00:00,0.85,,>2600
,2022-06-10 00:00:00,0,,22
,2022-06-11 00:00:00,0,,30
,2022-06-12 00:00:00,0,,10
,2022-06-13 00:00:00,0.09,,41
,2022-06-14 00:00:00,0,,21
,2022-06-15 00:00:00,0,,20
,2022-06-16 00:00:00,0,,60
,2022-06-17 00:00:00,T,,4
,2022-06-18 00:00:00,T,,85
,2022-06-19 00:00:00,0.31,,1212
,2022-06-20 00:00:00,0,,10
,2022-06-21 00:00:00,0,,<10
,2022-06-22 00:00:00,0,,10
,2022-06-23 00:00:00,T,,<2
,2022-06-24 00:00:00,0,,2
,2022-06-25 00:00:00,0,,10
,2022-06-26 00:00:00,0,,<10
,2022-06-27 00:00:00,0.65,,10
,2022-06-28 00:00:00,0,,10
,2022-06-29 00:00:00,T,,41
,2022-06-30 00:00:00,T,,32
,2022-07-01 00:00:00,0,,2
,2022-07-02 00:00:00,0.19,,195
,2022-07-03 00:00:00,0,,52
,2022-07-04 00:00:00,0,,<10
,2022-07-05 00:00:00,0.04,,31
,2022-07-06 00:00:00,0.01,,10
,2022-07-07 00:00:00,0,,125
,2022-07-08 00:00:00,0,,<2
,2022-07-09 00:00:00,0,,<10
,2022-07-10 00:00:00,0,,<10
,2022-07-11 00:00:00,0,,31
,2022-07-12 00:00:00,0.01,,<10
,2022-07-13 00:00:00,0,,52
,2022-07-14 00:00:00,0.16,,10
,2022-07-15 00:00:00,0,,41
,2022-07-16 00:00:00,0,,41
,2022-07-17 00:00:00,0,,20
,2022-07-18 00:00:00,0.15,,<10
,2022-07-19 00:00:00,0.02,,576
,2022-07-20 00:00:00,0,,20
,2022-07-21 00:00:00,0,,8
,2022-07-22 00:00:00,0,,22
,2022-07-23 00:00:00,0,,10
,2022-07-24 00:00:00,0,,10
,2022-07-25 00:00:00,T,,20
,2022-07-26 00:00:00,0,,<10
,2022-07-27 00:00:00,0,,<10
,2022-07-28 00:00:00,0.04,,8
,2022-07-29 00:00:00,T,,3
,2022-07-30 00:00:00,T,,<10
,2022-07-31 00:00:00,0,,<10
,2022-08-01 00:00:00,0.01,,<10
,2022-08-02 00:00:00,0,,52
,2022-08-03 00:00:00,0,,63
,2022-08-04 00:00:00,0,,10
,2022-08-05 00:00:00,0.08,,8
,2022-08-06 00:00:00,0,,120
,2022-08-07 00:00:00,0.03,,240
,2022-08-08 00:00:00,T,,<10
,2022-08-09 00:00:00,0.14,,10
,2022-08-10 00:00:00,T,,20
,2022-08-11 00:00:00,T,,285
,2022-08-12 00:00:00,0,,70
,2022-08-13 00:00:00,0,,20
,2022-08-14 00:00:00,0,,<10
,2022-08-15 00:00:00,0,,10
,2022-08-16 00:00:00,0,,86
,2022-08-17 00:00:00,0.01,,20
,2022-08-18 00:00:00,0,,12
,2022-08-19 00:00:00,0,,44
,2022-08-20 00:00:00,0,,<10
,2022-08-21 00:00:00,0,,<10
,2022-08-22 00:00:00,0.44,,<10
,2022-08-23 00:00:00,0.02,,<10
,2022-08-24 00:00:00,0,,<10
,2022-08-25 00:00:00,0,,8
,2022-08-26 00:00:00,0.41,,2
,2022-08-27 00:00:00,0,,884
,2022-08-28 00:00:00,0,,74
,2022-08-29 00:00:00,0,,10
,2022-08-30 00:00:00,0,,74
,2022-08-31 00:00:00,0.33,,6130
,2022-09-01 00:00:00,0,,13
,2022-09-02 00:00:00,0,,21
,2022-09-03 00:00:00,0,,<10
,2022-09-04 00:00:00,0,,<10
