,Carson Beach Bacteria Counts,,,,,,,
,,,,,,,,
,"Sampling for the 2001 swimming season concluded September 3.  Sampling will resume in July, 2002.",,,,,,,
,,,,,,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 colonies/100 mL,,,,,,,
,Results are in colonies/100 mL,,,,,,,
,,,,,,,,
,"Typically, two of the three sites must exceed 104 for MDC to declare a swimming advisory for the following day",,,,,,,
,or the 5-day running geometric mean for all locations combined exceeds 35 colonies/100 mL,,,,,,,
,,,,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,,,,
,Questions?  Call Kelly Coughlin of MWRA's Environmental Quality Dept at 617-788-4717,,,,,,,
,,,,,,,,
, ,,,,,,,
,, Rain (in.),, M Street,, I Street,,McCormack Bathhouse
,,,,,,,,
,2001-09-03 00:00:00,0,,15,,15,,5
,2001-09-02 00:00:00,0,,15,,20,,<5
,2001-09-01 00:00:00,0.02,,10,,5,,<5
,2001-08-31 00:00:00,0,,4,,18,,10
,2001-08-30 00:00:00,0,,12,,4,,4
,2001-08-29 00:00:00,0,,<5,,10,,15
,2001-08-28 00:00:00,0.01,,10,,15,,20
,2001-08-27 00:00:00,0.1,,<5,,5,,5
,2001-08-26 00:00:00,0,,25,,10,,160
,2001-08-25 00:00:00,0,,10,,30,,5
,2001-08-24 00:00:00,0,,124,,28,,2
,2001-08-23 00:00:00,0,,62,,42,,6
,2001-08-22 00:00:00,0,,5,,255,,25
,2001-08-21 00:00:00,0,,<5,,40,,15
,2001-08-20 00:00:00,0.3,,275,,180,,155
,2001-08-19 00:00:00,0.01,,60,,210,,250
,2001-08-18 00:00:00,0,,15,,220,,130
,2001-08-17 00:00:00,0.17,,74,,66,,20
,2001-08-16 00:00:00,0,,82,,72,,82
,2001-08-15 00:00:00,0,,5,,70,,105
,2001-08-14 00:00:00,0,,45,,70,,10
,2001-08-13 00:00:00,0.36,,<5,,15,,15
,2001-08-12 00:00:00,1.12,,345,,50,,225
,2001-08-11 00:00:00,0,,25,,20,,15
,2001-08-10 00:00:00,0.48,,100,,20,,32
,2001-08-09 00:00:00,0,,2,,36,,4
,2001-08-08 00:00:00,0,,5,,15,,5
,2001-08-07 00:00:00,0,,<5,,20,,100
,2001-08-06 00:00:00,0,,5,,15,,5
,2001-08-05 00:00:00,0,,130,,25,,120
,2001-08-04 00:00:00,0.04,,50,,75,,75
,2001-08-03 00:00:00,1.57,,4,,<2,,4
,2001-08-02 00:00:00,0,,58,,6,,26
,2001-08-01 00:00:00,0,,15,,<5,,<5
,2001-07-31 00:00:00,0,,<5,,<5,,<5
,2001-07-30 00:00:00,0,,5,,<5,,<5
,2001-07-29 00:00:00,0,,5,,5,,<5
,2001-07-28 00:00:00,0,,15,,<5,,<5
,2001-07-27 00:00:00,0,,8,,<5,,2
,2001-07-26 00:00:00,0.26,,8,,<2,,<2
,2001-07-25 00:00:00,0,,<5,,<5,,15
,2001-07-24 00:00:00,0,,<5,,<5,,<5
,2001-07-23 00:00:00,0,,1230,,75,,35
,2001-07-22 00:00:00,0,,10,,500,,400
,2001-07-21 00:00:00,0,,10,,180,,10
,2001-07-20 00:00:00,0,,10,,26,,<2
,2001-07-19 00:00:00,0,,2,,6,,4
,2001-07-18 00:00:00,0,,5,,5,,5
,2001-07-17 00:00:00,0.3,,15,,5,,95
,2001-07-16 00:00:00,0,,<5,,<5,,10
,2001-07-15 00:00:00,0,,<5,,20,,<5
,2001-07-14 00:00:00,0.01,,<5,,<5,,<5
,2001-07-13 00:00:00,0,,2,,4,,<2
,2001-07-12 00:00:00,0.02,,<2,,4,,2
,2001-07-11 00:00:00,0.01,,<5,,<5,,5
,2001-07-10 00:00:00,0.21,,5,,<5,,<5
,2001-07-09 00:00:00,0,,<5,,<5,,5
,2001-07-08 00:00:00,0.09,,<5,,15,,<5
,2001-07-07 00:00:00,0,,<5,,<5,,5
,2001-07-06 00:00:00,0,,<2,,4,,16
,2001-07-05 00:00:00,0.62,,<2,,2,,<2
,2001-07-04 00:00:00,0.01,,<5,,15,,<5
,2001-07-03 00:00:00,0.01,,<5,,25,,<5
,2001-07-02 00:00:00,0,,10,,5,,5
,2001-07-01 00:00:00,0.67,,<5,,10,,20
,2001-06-30 00:00:00,0.57,,<5,,45,,5
,2001-06-29 00:00:00,0,,<2,,<2,,<2
,2001-06-28 00:00:00,0,,<2,,4,,4
,2001-06-27 00:00:00,0,,20,,40,,<10
,2001-06-26 00:00:00,0,,<10,,<10,,<10
,2001-06-25 00:00:00,0,,<10,,20,,120
,2001-06-24 00:00:00,0.04,,<10,,1330,,20
,2001-06-23 00:00:00,0.42,,<10,,890,,110
,2001-06-22 00:00:00,0,,16,,90,,730
,2001-06-21 00:00:00,0,,30,,6,,1150
