,,,,
"M Street Beach, South Boston: Bacterial Water Quality 2022",,,,
,,,,
,Bacteria monitoring is conducted by the Massachusetts Dept. of Conservation and Recreation (DCR) during the swimming season.,,,
,"Bacteria samples are collected at one location along the beach, and test results are available 24 hours later.",,,
,High bacteria triggers a swimming advisory and repeated sampling until bacteria meet limits.,,,
,,,,
,"Displayed are Enterococcus bacteria counts, with high counts in red.  The maximum daily limit is 104 counts/100 mL.",,,
,,,,
,A swimming advisory is declared by the DCR for the following day if: ,,,
,      ▪  counts exceed 104 counts/100 mL limit;,,,
,      ▪  OR if the 5-day running geometric mean exceeds 35 counts/100 mL (geometric mean of the previous 5 days' samples).,,,
,,,,
,"For daily water quality information, call DCR's beach hotline at 617-626-4972.",,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,
,All results are in counts/100 mL and testing is performed by DCR.,,,
,,,,
,"Weekly sampling by DCR began May 26, 2022.  ",,,
,,,,
,, Daily Rainfall (in.),,M Street
,,,,
,2022-05-26 00:00:00,0,,<2
,2022-06-02 00:00:00,0.1,,<2
,2022-06-09 00:00:00,0.85,,5
,2022-06-16 00:00:00,0,,<2
,2022-06-23 00:00:00,T,,<2
,2022-06-30 00:00:00,T,,<2
,2022-07-07 00:00:00,0,,112
,2022-07-08 00:00:00,0,,<2
,2022-07-14 00:00:00,0.16,,<2
,2022-07-21 00:00:00,0,,2
,2022-07-28 00:00:00,0.04,,<2
,2022-08-04 00:00:00,0,,2
,2022-08-11 00:00:00,T,,16
,2022-08-19 00:00:00,0,,<2
,2022-08-25 00:00:00,0,,<2
,2022-09-01 00:00:00,0,,3
