,"Carson Beach, South Boston",,,,
,Bacteria Counts,,,,
,,,,,
,Spreadsheets are updated by Wednesday of each week.,,,,
,Displayed are Enterococcus counts.  The maximum daily limit is 104 colonies/100 mL,,,,
,,,,,
,"Typically, MDC declares a swimming advisory for the following day if at least one site exceeds 104 colonies/100 mL",,,,
,or the 5-day running geometric mean for all locations combined exceeds 35 colonies/100 mL,,,,
,,,,,
,"Daily rainfall totals from Logan Airport, National Weather Service raingauge",,,,
,All results are in colonies/100 mL,,,,
,,,,,
,, Rain (in.),,McCormack Bathhouse, I Street
,,,,,
,2003-06-20 00:00:00,0,,20,56
,2003-06-24 00:00:00,0,,180,390
,2003-06-26 00:00:00,0,,52,4
,2003-06-27 00:00:00,Trace,,16,22
,2003-07-01 00:00:00,0,,78,42
,2003-07-02 00:00:00,0,,22,50
,2003-07-03 00:00:00,Trace,,,
,2003-07-04 00:00:00,0,,,
,2003-07-05 00:00:00,0,,,
,2003-07-06 00:00:00,0,,,
,2003-07-07 00:00:00,0,,<5,<5
,2003-07-08 00:00:00,0,,5,5
,2003-07-09 00:00:00,0.1,,15,10
,2003-07-10 00:00:00,0,,18,26
,2003-07-11 00:00:00,0.21,,34,18
,2003-07-12 00:00:00,Trace,,5,5
,2003-07-13 00:00:00,0,,<5,5
,2003-07-14 00:00:00,0,,5,<5
,2003-07-15 00:00:00,0,,<5,5
,2003-07-16 00:00:00,0.02,,10,5
,2003-07-17 00:00:00,0,,56,2
,2003-07-18 00:00:00,0.17,,32,26
,2003-07-19 00:00:00,0.43,,<5,<5
,2003-07-20 00:00:00,0,,<5,<5
,2003-07-21 00:00:00,0,,5,15
,2003-07-22 00:00:00,0.32,,<5,5
,2003-07-23 00:00:00,0.63,,5,75
,2003-07-24 00:00:00,0.23,,100,56
,2003-07-25 00:00:00,0,,28,66
,2003-07-26 00:00:00,0,,<5,5
,2003-07-27 00:00:00,Trace,,5,25
,2003-07-28 00:00:00,0,,20,15
,2003-07-29 00:00:00,0,,40,5
,2003-07-30 00:00:00,0,,<5,<5
,2003-07-31 00:00:00,0,,44,54
,2003-08-01 00:00:00,0.85,,50,2
,2003-08-02 00:00:00,0.05,,15,<5
,2003-08-03 00:00:00,0.16,,<5,<5
,2003-08-04 00:00:00,0.24,,5,<5
,2003-08-05 00:00:00,0.01,,145,165
,2003-08-06 00:00:00,0,,20,20
,2003-08-07 00:00:00,0.35,,16,38
,2003-08-08 00:00:00,0.89,,2200,24
,2003-08-09 00:00:00,0.01,,35,35
,2003-08-10 00:00:00,0.21,,<5,165
,2003-08-11 00:00:00,Trace,,<5,445
,2003-08-12 00:00:00,0.04,,5,5
,2003-08-13 00:00:00,0.05,,5,20
,2003-08-14 00:00:00,0,,64,172
,2003-08-15 00:00:00,0,,,42
,2003-08-16 00:00:00,Trace,,15,35
,2003-08-17 00:00:00,0.03,,5,<5
,2003-08-18 00:00:00,Trace,,25,<5
,2003-08-19 00:00:00,0,,<5,<5
,2003-08-20 00:00:00,0,,5,<5
,2003-08-21 00:00:00,0,,44,54
,2003-08-22 00:00:00,0,,8,15
,2003-08-23 00:00:00,0,,<5,10
,2003-08-24 00:00:00,0,,,
,2003-08-25 00:00:00,0,,,
,2003-08-26 00:00:00,Trace,,,
,2003-08-27 00:00:00,0,,,
,2003-08-28 00:00:00,0,,<2,2
,2003-08-29 00:00:00,0,,2,8
