filename,predicted_delimiter,predicted_quotechar,predicted_escapechar,prediction_time
00eb68dca3507abb10b30475ae44d2c5.csv,#,,,0.026712971000000002
0136bed8213b8bf8986e37944510d4b9.csv,,,,0.003741917
01868c89cfa9a81cc9fe501ac868c4aa.csv,",",,,0.043483116
029e9ffdb1a0e345399b4cd04a4005d7.csv,",","""",,0.138771675
02eda5fac1b2365250a7d5024a92c881.csv,",",,,0.059055236000000004
035279d24de791913452d22623e4c3b2.csv,,,,0.002747413
03da11fbc5a353701afbaefe588d5f55.csv,",","""",,1.610020738
0476b562bb101c3c3c7cef585376cfe0.csv,",","""",,1.2697753070000002
083f6a62fdef287d2fdd0aa856bc714b.csv,",",,,2.982511835
093e73814c7135cd4c2f42ec7702b8ae.csv,",",,,0.01985474
09ee401f9f023c7446f0ff8cecb25e30.csv,",",,,0.036083943
0da5feb29bc9d079437cef08d6241fd7.csv,",",,,0.030253937
0ed8830ebf676c560d971329d093d7d4.csv,|,"""",,0.445224044
1039d7820393577330f4dcb767e49a6f.csv,",",,,0.0266223
112d8e3b81bfc7f76d48270481853bc0.csv,,"""",,0.021199034999999998
11378df3f63284c3b39a1aeaf0ec8d81.csv,",","""",,62.208653581
12c817bee5fb4124b452652ee860f9bc.csv,",",,,0.57304129
16b500398983f0b6b3b8c01dbeb899a5.csv, ,,,0.017077197
198be0ff10f38ba1a6858dde9c98568c.csv,,,,0.7517807839999999
1b63a910a223365745be355e0686d79c.csv,",",,,7.855601074
1d162176afef7f53f8ce7343a29d20db.csv,",",,,1.2007335149999998
1d3486ce2826879728db57eca3a5495f.csv,",",',,0.024942771
1d46699279e21ec4cc765cbcec605c18.csv,",","""",,0.11017352600000001
1de3886f4f34ec760a8408a2858f946d.csv,",",,,0.043627017
1fd85c5cbbfe521feea3c2b7b58e6d41.csv,	,,,0.024814892
20130402_gpc_spend_jan13.csv,",","""",,1.6000699239999998
2097e025f80f41f4953e89ac72e59532.csv, ,,,0.034374685
236e73f55784521765d5c600f2df1e95.csv,",",,,0.031513271999999995
260bb419de6e5f7e49ae4d39d23bc432.csv,",",,,0.230435838
26e78bc8ec208c8c5972088f18138465.csv, ,,,0.018132541999999998
27420fa4435b5989759789fbf55e24ee.csv,",","""",,10.763246232
2819f387be06ca50c81a4e9b63e49330.csv,",",,,0.041961539
285ee375035d3abaf71c7f456e293214.csv,",",,,0.018843395000000002
2a86b8d79cf6bf212a22541dc178e58f.csv,",","""",,0.065594915
2ad15181611197c8aa9ad390341df313.csv,,,,0.7027512140000001
2b08101ea44f2785c63048536920b399.csv,",",,,0.01993099
2b5264ae92e4cf29d5566d251f9a1769.csv, ,,,0.026071917
2c077334c4fd4edf3a22a2f91f6f8ea9.csv,#,"""",,0.022005148999999998
2cb42139c8d25d09fa1878f3c8514a12.csv, ,,,0.019820009
2cdacfc974ae76d41e145c6b8e583e36.csv,	,,,0.050015615
2d1944789758fb290a26415a473c48ec.csv, ,,,0.160883264
2d3df31ffa63319b056a1058fb6b05ce.csv,#,,,0.031027089
2d649130262081dce4d2eff6fb00aafe.csv,-,,,0.031713383000000005
2d8ed05f6a0aa2180960701cef96f1c1.csv,",",,,0.113919503
2d957c8abed5c89773d13b8a008ded4c.csv,+,,,0.029337402
2dbc6cd981dc330c086cd9378b06941d.csv,",",,,0.05552421
2edc540ecfc89b7374cc9b875e9ad184.csv,,,,0.0023950510000000005
322976c672f54305acb216928b86467a.csv,,,,0.002760392
349115d44a4b2b57ec0e12d5de001c1f.csv, ,"""",,0.020895084
35669a48df214e8de6e9094a52064f9f.csv,",",,,0.038417442999999996
3596f2c9276fbdc86f98133cb2ca2e83.csv,",",,,0.029453232000000003
36031e57d35a46a92fb21b0c00ccab82.csv,	,,,23.605776573
366615a9d2581a513ea75306a16dc46e.csv,",",,,0.042631921999999996
3799330063fa417b104303f003610ee9.csv,",","""",,0.207694015
388f16c05c7322812c53e055cbc220c0.csv,",","""",,5.293495437000001
39c4b55fc94b706ea743735e1a9b145d.csv,",","""",,0.057969452000000005
39d5dd699d4ac000d8649256beafedad.csv,",",',,0.028438467999999998
3a6302910c4fcb060a6be51c54010003.csv,[UNK],[UNK],[UNK],0.118380333
3c437d81692351e39b59738e67a1b444.csv,",",',,0.027277333
3c96cd0b5fb0c34b91f6afa9e816d97d.csv,",",,,0.025894247
3cb8d88faecc36ea6a35098cdfe8dd1e.csv,",","""",\,0.15765277
3e05f304b077fae20b2657706cd7fb99.csv,",",,,0.024498060000000002
3e5401b6e3bc6f765c4c713f8dd33f04.csv,",",,,0.053920572
3e9e4df74d1746bb51a936a8267ad60b.csv,",","""",,0.48161793900000005
3ea8b2e29bde112543cc9f00aff2a8e4.csv,",","""",,0.035884471999999994
3f1399d4f54af1fb0d5a7c39e37648cb.csv,",",,,0.004148878000000002
400a6054d2ccafaa4813dd87cc9e5785.csv,,,,0.020309002000000003
42d5e7009b463b5088971d812762bb61.csv, ,,,0.014586405
44f178518f0355703651e02fe53cb7e7.csv,",",,,0.003496236
4587889f4d3cb988a278b50a3da3df75.csv,",",,,0.016226953
465fae08818691cff9156f5739c577dc.csv,,,,0.0009128340000000013
469112555b99e127e883b6820a85cfef.csv,	,,,0.004113008000000001
472873842347eaa80e6d686ac79adf84.csv,",","""",,0.0012789659999999994
4900cad46e1adfba0a236e060927f0cc.csv, ,"""",/,8.137678944000001
491af9a0a0cc7468d6a4a052349ec758.csv, ,,,0.04507333299999999
49ea2eaae7aaa471ab5a331d650d2f05.csv, ,,,12.200993361
4b161c5140c57d869eac9576684dc22a.csv,",",,,0.018062701999999996
4bba91a235c5b7ce57df2b989327319f.csv,",",,,0.015796170999999998
4bd18544eb094bbc812279123ddf6d27.csv,",","""",,0.004418480000000002
4bd482a35c87618a95301e65db97e50d.csv,",","""",,0.018971346
4bdc2701cd1d5ee787e46feb38ce10be.csv,",",,,0.034949878000000004
4d3eeef7d8d968c5e7a826d19abad903.csv,",","""",,0.05105039
4d3f5e8f35fc7de4687e200585c76c8b.csv,[UNK],[UNK],[UNK],0.484696632
4d86860cd2a803df7b3f365a2cb694fe.csv,,"""",,0.00042944099999999916
4de6d489a8bfa1dc9da276293a8781f7.csv,",","""",,0.11754007999999999
5040383ff83445b0e7a295f263c2e2db.csv,",",',,0.377856451
51b2554eda750b3c63a1e0383c929556.csv,;,,,0.118692015
5210d2fc4241c6435419b1371233eae7.csv,",","""",,0.033417781
