measure,strudel
saus_data_f1,0.9759655751469355
saus_header_f1,0.780638516992791
saus_metadata_f1,0.9162462159434914
saus_group_f1,0.7781954887218046
saus_derived_f1,0.23493975903614456
saus_notes_f1,0.974124809741248
saus_accuracy,0.9499913778237628
saus_macro_avg,0.7766850609304025
deex_data_f1,0.9717743595373025
deex_header_f1,0.5128205128205128
deex_metadata_f1,0.45714285714285724
deex_group_f1,0.23898139079333985
deex_derived_f1,0.3726027397260274
deex_notes_f1,0.5223713646532439
deex_accuracy,0.938922571032215
deex_macro_avg,0.5126155374455472
cius_data_f1,0.9715937815975733
cius_header_f1,0.7189030362389814
cius_metadata_f1,0.8518342067651262
cius_group_f1,0.020114942528735635
cius_derived_f1,0.18395303326810175
cius_notes_f1,0.8891873740765615
cius_accuracy,0.9470424817687232
cius_macro_avg,0.6059310624125134
govuk_data_f1,0.9917187997031068
govuk_header_f1,0.6226415094339621
govuk_metadata_f1,0.49423393739703464
govuk_group_f1,0.8343634116192831
govuk_derived_f1,0.22222222222222224
govuk_notes_f1,0.8830022075055187
govuk_accuracy,0.9819055260667408
govuk_macro_avg,0.6746970146468546
mendeley_data_f1,0.9981833670317037
mendeley_header_f1,0.3438395415472779
mendeley_metadata_f1,0.41433370660694296
mendeley_group_f1,0.2631578947368421
mendeley_derived_f1,0.4
mendeley_notes_f1,0.41420118343195267
mendeley_accuracy,0.9959202036830642
mendeley_macro_avg,0.4722859488924532
troy_data_f1,0.9434085704939483
troy_header_f1,0.8454011741682975
troy_metadata_f1,0.9020866773675763
troy_group_f1,0.5066666666666667
troy_derived_f1,0.1312741312741313
troy_notes_f1,0.9605734767025089
troy_accuracy,0.9089445849620602
troy_macro_avg,0.7149017827788549
