,filename,line_number,data_prob,derived_prob,group_prob,header_prob,metadata_prob,notes_prob,label,predicted
0,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,0,0.01,0.0,0.04,0.03,0.92,0.0,header,metadata
1,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,1,0.5,0.07,0.05,0.25,0.11,0.02,metadata,data
2,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,2,0.72,0.04,0.02,0.13,0.09,0.0,metadata,data
3,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,3,0.73,0.04,0.01,0.13,0.09,0.0,metadata,data
4,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,4,0.73,0.04,0.01,0.13,0.09,0.0,metadata,data
5,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,5,0.53,0.01,0.01,0.31,0.12,0.02,metadata,data
6,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,6,0.03,0.0,0.0,0.97,0.0,0.0,header,header
7,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,7,0.75,0.25,0.0,0.0,0.0,0.0,data,data
8,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,8,0.98,0.02,0.0,0.0,0.0,0.0,data,data
9,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,9,0.89,0.11,0.0,0.0,0.0,0.0,data,data
10,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
11,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
12,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
13,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
14,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,14,0.99,0.01,0.0,0.0,0.0,0.0,data,data
15,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,15,0.99,0.01,0.0,0.0,0.0,0.0,data,data
16,201517 Employability Performance Ratings data.xlsx_Extracted Data.csv,16,0.98,0.02,0.0,0.0,0.0,0.0,data,data
