,filename,line_number,data_prob,derived_prob,group_prob,header_prob,metadata_prob,notes_prob,label,predicted
0,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,0,0.0,0.0,0.0,1.0,0.0,0.0,header,header
1,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,1,0.83,0.17,0.0,0.0,0.0,0.0,data,data
2,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,2,1.0,0.0,0.0,0.0,0.0,0.0,data,data
3,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,3,1.0,0.0,0.0,0.0,0.0,0.0,data,data
4,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,4,1.0,0.0,0.0,0.0,0.0,0.0,data,data
5,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,5,0.98,0.02,0.0,0.0,0.0,0.0,data,data
6,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,6,1.0,0.0,0.0,0.0,0.0,0.0,data,data
7,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
8,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
9,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
10,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,10,0.99,0.01,0.0,0.0,0.0,0.0,data,data
11,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
12,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
13,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
14,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
15,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,15,1.0,0.0,0.0,0.0,0.0,0.0,data,data
16,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,16,1.0,0.0,0.0,0.0,0.0,0.0,data,data
17,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,17,1.0,0.0,0.0,0.0,0.0,0.0,data,data
18,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,18,1.0,0.0,0.0,0.0,0.0,0.0,data,data
19,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,19,1.0,0.0,0.0,0.0,0.0,0.0,data,data
20,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,20,1.0,0.0,0.0,0.0,0.0,0.0,data,data
21,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,21,1.0,0.0,0.0,0.0,0.0,0.0,data,data
22,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,22,1.0,0.0,0.0,0.0,0.0,0.0,data,data
23,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,23,1.0,0.0,0.0,0.0,0.0,0.0,data,data
24,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,24,1.0,0.0,0.0,0.0,0.0,0.0,data,data
25,0c79b9a8-fb2f-4909-9abd-067130a9002f.xlsx_2004.csv,25,1.0,0.0,0.0,0.0,0.0,0.0,data,data
26,4eb57a81-63f5-4eff-b549-9dec26630c12.xls_Metadata - Indicators.csv,0,0.18,0.0,0.01,0.71,0.04,0.06,header,header
27,4eb57a81-63f5-4eff-b549-9dec26630c12.xls_Metadata - Indicators.csv,1,0.95,0.0,0.0,0.02,0.0,0.03,data,data
28,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,0,0.26,0.04,0.07,0.55,0.04,0.04,header,header
29,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,1,0.59,0.01,0.08,0.22,0.07,0.03,data,data
30,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,2,0.55,0.01,0.08,0.25,0.07,0.04,data,data
31,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,3,0.6,0.01,0.09,0.2,0.07,0.03,data,data
32,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,4,0.53,0.02,0.02,0.4,0.02,0.01,data,data
33,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,5,0.61,0.04,0.05,0.21,0.06,0.03,data,data
34,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,6,0.55,0.01,0.05,0.16,0.15,0.08,data,data
35,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,7,0.61,0.01,0.09,0.18,0.06,0.05,data,data
36,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,8,0.61,0.01,0.09,0.19,0.05,0.05,data,data
37,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,9,0.61,0.01,0.09,0.19,0.05,0.05,data,data
38,01ce7dbc-acc8-4087-ac9a-cecbcd586dc8.xlsx_DOUBLEZIPJULY2000.csv,10,0.64,0.01,0.05,0.22,0.05,0.03,data,data
