,filename,line_number,data_prob,derived_prob,group_prob,header_prob,metadata_prob,notes_prob,label,predicted
0,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,0,0.0,0.0,0.01,0.09,0.9,0.0,metadata,metadata
1,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,1,0.05,0.0,0.04,0.39,0.49,0.03,metadata,metadata
2,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,2,0.67,0.23,0.0,0.1,0.0,0.0,data,data
3,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,3,0.86,0.14,0.0,0.0,0.0,0.0,data,data
4,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,4,0.99,0.01,0.0,0.0,0.0,0.0,data,data
5,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,5,0.99,0.01,0.0,0.0,0.0,0.0,data,data
6,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,6,0.99,0.01,0.0,0.0,0.0,0.0,data,data
7,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,7,1.0,0.0,0.0,0.0,0.0,0.0,data,data
8,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,8,1.0,0.0,0.0,0.0,0.0,0.0,data,data
9,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,9,1.0,0.0,0.0,0.0,0.0,0.0,data,data
10,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,10,1.0,0.0,0.0,0.0,0.0,0.0,data,data
11,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,11,1.0,0.0,0.0,0.0,0.0,0.0,data,data
12,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,12,1.0,0.0,0.0,0.0,0.0,0.0,data,data
13,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,13,1.0,0.0,0.0,0.0,0.0,0.0,data,data
14,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,14,1.0,0.0,0.0,0.0,0.0,0.0,data,data
15,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,15,1.0,0.0,0.0,0.0,0.0,0.0,data,data
16,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,16,1.0,0.0,0.0,0.0,0.0,0.0,data,data
17,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,17,1.0,0.0,0.0,0.0,0.0,0.0,data,data
18,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,18,1.0,0.0,0.0,0.0,0.0,0.0,data,data
19,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,19,1.0,0.0,0.0,0.0,0.0,0.0,data,data
20,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,20,1.0,0.0,0.0,0.0,0.0,0.0,data,data
21,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,21,1.0,0.0,0.0,0.0,0.0,0.0,data,data
22,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,22,1.0,0.0,0.0,0.0,0.0,0.0,data,data
23,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,23,1.0,0.0,0.0,0.0,0.0,0.0,data,data
24,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,24,0.99,0.01,0.0,0.0,0.0,0.0,data,data
25,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,25,1.0,0.0,0.0,0.0,0.0,0.0,data,data
26,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,26,1.0,0.0,0.0,0.0,0.0,0.0,data,data
27,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,27,1.0,0.0,0.0,0.0,0.0,0.0,data,data
28,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,28,1.0,0.0,0.0,0.0,0.0,0.0,data,data
29,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,29,1.0,0.0,0.0,0.0,0.0,0.0,data,data
30,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,30,1.0,0.0,0.0,0.0,0.0,0.0,data,data
31,2ct5gfw6s3-1.zip_Zr-0.85Nb-0.20Ta_mat11spot3.csv,31,1.0,0.0,0.0,0.0,0.0,0.0,data,data
